	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	platform	protocol	source_name	tissue	output	id
102	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332669	GEO	public	sra	ncbi	SRX2989324	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	167	57	Danio rerio	ILLUMINA	2017-08-07	SRR5810772	SRS2341246	SRP111340	GSM2696191			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810772
103	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332668	GEO	public	sra	ncbi	SRX2989325	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	142	51	Danio rerio	ILLUMINA	2017-08-07	SRR5810773	SRS2341248	SRP111340	GSM2696192			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810773
104	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332667	GEO	public	sra	ncbi	SRX2989326	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	179	61	Danio rerio	ILLUMINA	2017-08-07	SRR5810774	SRS2341249	SRP111340	GSM2696193			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810774
105	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332666	GEO	public	sra	ncbi	SRX2989327	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	98	34	Danio rerio	ILLUMINA	2017-08-07	SRR5810775	SRS2341250	SRP111340	GSM2696194			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810775
106	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332665	GEO	public	sra	ncbi	SRX2989328	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	217	77	Danio rerio	ILLUMINA	2017-08-07	SRR5810776	SRS2341252	SRP111340	GSM2696195			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810776
107	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332664	GEO	public	sra	ncbi	SRX2989329	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	108	38	Danio rerio	ILLUMINA	2017-08-07	SRR5810777	SRS2341251	SRP111340	GSM2696196			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810777
108	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332663	GEO	public	sra	ncbi	SRX2989330	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	212	71	Danio rerio	ILLUMINA	2017-08-07	SRR5810778	SRS2341253	SRP111340	GSM2696197			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810778
109	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332662	GEO	public	sra	ncbi	SRX2989331	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	100	41	Danio rerio	ILLUMINA	2017-08-07	SRR5810779	SRS2341254	SRP111340	GSM2696198			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810779
110	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332661	GEO	public	sra	ncbi	SRX2989332	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	154	61	Danio rerio	ILLUMINA	2017-08-07	SRR5810780	SRS2341255	SRP111340	GSM2696199			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810780
111	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332660	GEO	public	sra	ncbi	SRX2989333	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	62	25	Danio rerio	ILLUMINA	2017-08-07	SRR5810781	SRS2341256	SRP111340	GSM2696200			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810781
112	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332659	GEO	public	sra	ncbi	SRX2989334	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	86	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810782	SRS2341257	SRP111340	GSM2696201			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810782
113	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332658	GEO	public	sra	ncbi	SRX2989335	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	197	65	Danio rerio	ILLUMINA	2017-08-07	SRR5810783	SRS2341258	SRP111340	GSM2696202			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810783
114	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332657	GEO	public	sra	ncbi	SRX2989336	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	60	22	Danio rerio	ILLUMINA	2017-08-07	SRR5810784	SRS2341259	SRP111340	GSM2696203			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810784
115	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332656	GEO	public	sra	ncbi	SRX2989337	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	90	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810785	SRS2341260	SRP111340	GSM2696204			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810785
116	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332655	GEO	public	sra	ncbi	SRX2989338	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	204	76	Danio rerio	ILLUMINA	2017-08-07	SRR5810786	SRS2341264	SRP111340	GSM2696205			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810786
117	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332654	GEO	public	sra	ncbi	SRX2989339	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	112	40	Danio rerio	ILLUMINA	2017-08-07	SRR5810787	SRS2341261	SRP111340	GSM2696206			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810787
118	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332653	GEO	public	sra	ncbi	SRX2989340	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	188	68	Danio rerio	ILLUMINA	2017-08-07	SRR5810788	SRS2341262	SRP111340	GSM2696207			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810788
119	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332652	GEO	public	sra	ncbi	SRX2989341	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	62	22	Danio rerio	ILLUMINA	2017-08-07	SRR5810789	SRS2341263	SRP111340	GSM2696208			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810789
120	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332651	GEO	public	sra	ncbi	SRX2989342	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	98	38	Danio rerio	ILLUMINA	2017-08-07	SRR5810790	SRS2341265	SRP111340	GSM2696209			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810790
121	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332650	GEO	public	sra	ncbi	SRX2989343	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	266	88	Danio rerio	ILLUMINA	2017-08-07	SRR5810791	SRS2341266	SRP111340	GSM2696210			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810791
122	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332649	GEO	public	sra	ncbi	SRX2989344	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	141	48	Danio rerio	ILLUMINA	2017-08-07	SRR5810792	SRS2341267	SRP111340	GSM2696211			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810792
123	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332648	GEO	public	sra	ncbi	SRX2989345	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	224	76	Danio rerio	ILLUMINA	2017-08-07	SRR5810793	SRS2341268	SRP111340	GSM2696212			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810793
124	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332647	GEO	public	sra	ncbi	SRX2989346	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	80	29	Danio rerio	ILLUMINA	2017-08-07	SRR5810794	SRS2341269	SRP111340	GSM2696213			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810794
125	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332646	GEO	public	sra	ncbi	SRX2989347	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	8	4	Danio rerio	ILLUMINA	2017-08-07	SRR5810795	SRS2341270	SRP111340	GSM2696214			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810795
126	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332645	GEO	public	sra	ncbi	SRX2989348	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	37	13	Danio rerio	ILLUMINA	2017-08-07	SRR5810796	SRS2341271	SRP111340	GSM2696215			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810796
127	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332644	GEO	public	sra	ncbi	SRX2989349	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	199	65	Danio rerio	ILLUMINA	2017-08-07	SRR5810797	SRS2341272	SRP111340	GSM2696216			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810797
128	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332643	GEO	public	sra	ncbi	SRX2989350	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	74	27	Danio rerio	ILLUMINA	2017-08-07	SRR5810798	SRS2341273	SRP111340	GSM2696217			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810798
129	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332642	GEO	public	sra	ncbi	SRX2989351	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	41	17	Danio rerio	ILLUMINA	2017-08-07	SRR5810799	SRS2341274	SRP111340	GSM2696218			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810799
130	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332636	GEO	public	sra	ncbi	SRX2989352	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	94	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810800	SRS2341275	SRP111340	GSM2696219			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810800
131	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332635	GEO	public	sra	ncbi	SRX2989353	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	41	16	Danio rerio	ILLUMINA	2017-08-07	SRR5810801	SRS2341276	SRP111340	GSM2696220			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810801
132	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332641	GEO	public	sra	ncbi	SRX2989354	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	39	15	Danio rerio	ILLUMINA	2017-08-07	SRR5810802	SRS2341277	SRP111340	GSM2696221			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810802
133	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332640	GEO	public	sra	ncbi	SRX2989355	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	54	20	Danio rerio	ILLUMINA	2017-08-07	SRR5810803	SRS2341278	SRP111340	GSM2696222			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810803
134	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332639	GEO	public	sra	ncbi	SRX2989356	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	44	17	Danio rerio	ILLUMINA	2017-08-07	SRR5810804	SRS2341279	SRP111340	GSM2696223			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810804
135	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332638	GEO	public	sra	ncbi	SRX2989357	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	40	15	Danio rerio	ILLUMINA	2017-08-07	SRR5810805	SRS2341280	SRP111340	GSM2696224			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810805
136	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332637	GEO	public	sra	ncbi	SRX2989358	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	49	18	Danio rerio	ILLUMINA	2017-08-07	SRR5810806	SRS2341281	SRP111340	GSM2696225			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810806
137	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332634	GEO	public	sra	ncbi	SRX2989359	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	61	23	Danio rerio	ILLUMINA	2017-08-07	SRR5810807	SRS2341282	SRP111340	GSM2696226			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810807
138	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332633	GEO	public	sra	ncbi	SRX2989360	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	33	13	Danio rerio	ILLUMINA	2017-08-07	SRR5810808	SRS2341283	SRP111340	GSM2696227			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810808
139	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332632	GEO	public	sra	ncbi	SRX2989361	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	37	14	Danio rerio	ILLUMINA	2017-08-07	SRR5810809	SRS2341285	SRP111340	GSM2696228			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810809
140	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332631	GEO	public	sra	ncbi	SRX2989362	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	86	31	Danio rerio	ILLUMINA	2017-08-07	SRR5810810	SRS2341284	SRP111340	GSM2696229			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810810
141	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332630	GEO	public	sra	ncbi	SRX2989363	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	30	12	Danio rerio	ILLUMINA	2017-08-07	SRR5810811	SRS2341287	SRP111340	GSM2696230			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810811
142	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332629	GEO	public	sra	ncbi	SRX2989364	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	60	23	Danio rerio	ILLUMINA	2017-08-07	SRR5810812	SRS2341286	SRP111340	GSM2696231			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810812
143	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332628	GEO	public	sra	ncbi	SRX2989365	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	63	22	Danio rerio	ILLUMINA	2017-08-07	SRR5810813	SRS2341288	SRP111340	GSM2696232			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810813
144	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332627	GEO	public	sra	ncbi	SRX2989366	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	44	17	Danio rerio	ILLUMINA	2017-08-07	SRR5810814	SRS2341289	SRP111340	GSM2696233			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810814
145	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332626	GEO	public	sra	ncbi	SRX2989367	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	49	18	Danio rerio	ILLUMINA	2017-08-07	SRR5810815	SRS2341290	SRP111340	GSM2696234			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810815
146	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332625	GEO	public	sra	ncbi	SRX2989368	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	35	13	Danio rerio	ILLUMINA	2017-08-07	SRR5810816	SRS2341292	SRP111340	GSM2696235			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810816
147	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332624	GEO	public	sra	ncbi	SRX2989369	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	53	19	Danio rerio	ILLUMINA	2017-08-07	SRR5810817	SRS2341291	SRP111340	GSM2696236			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810817
148	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332623	GEO	public	sra	ncbi	SRX2989370	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	43	16	Danio rerio	ILLUMINA	2017-08-07	SRR5810818	SRS2341293	SRP111340	GSM2696237			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810818
149	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332622	GEO	public	sra	ncbi	SRX2989371	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	69	25	Danio rerio	ILLUMINA	2017-08-07	SRR5810819	SRS2341294	SRP111340	GSM2696238			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810819
150	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332621	GEO	public	sra	ncbi	SRX2989372	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	24	9	Danio rerio	ILLUMINA	2017-08-07	SRR5810820	SRS2341295	SRP111340	GSM2696239			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810820
151	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332620	GEO	public	sra	ncbi	SRX2989373	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	28	11	Danio rerio	ILLUMINA	2017-08-07	SRR5810821	SRS2341296	SRP111340	GSM2696240			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810821
152	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332619	GEO	public	sra	ncbi	SRX2989374	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	70	25	Danio rerio	ILLUMINA	2017-08-07	SRR5810822	SRS2341298	SRP111340	GSM2696241			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810822
153	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332618	GEO	public	sra	ncbi	SRX2989375	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	31	13	Danio rerio	ILLUMINA	2017-08-07	SRR5810823	SRS2341297	SRP111340	GSM2696242			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810823
154	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332617	GEO	public	sra	ncbi	SRX2989376	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	42	16	Danio rerio	ILLUMINA	2017-08-07	SRR5810824	SRS2341299	SRP111340	GSM2696243			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810824
155	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332616	GEO	public	sra	ncbi	SRX2989377	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	38	15	Danio rerio	ILLUMINA	2017-08-07	SRR5810825	SRS2341300	SRP111340	GSM2696244			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810825
156	RNA-Seq	danRer7	75	PRJNA393431	SAMN07332615	GEO	public	sra	ncbi	SRX2989378	0	NextSeq 500	PAIRED	cDNA	TRANSCRIPTOMIC	2017-07-14	71	26	Danio rerio	ILLUMINA	2017-08-07	SRR5810826	SRS2341301	SRP111340	GSM2696245			Smart-seq	whole kidney marrow	kidney marrow	s3://olgabot-maca/sra/danio_rerio/smart-seq/whole_kidney_marrow_prjna393431/	danio_rerio_smart-seq_whole_kidney_marrow_srr5810826
