Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cd10	cd135	cd34	cd38	cd45ra	cd49f	cd7	cd90	facs_time	fsc_a	fsc_h	fsc_w	genotype	lin	platform	protocol	source_name	ssc_a	ssc_h	ssc_w	strain	tissue	Run_s
RNA-Seq		200	PRJNA304408	SAMN04300336	GEO	public	sra	ncbi	SRX1454086	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	184	116	Homo sapiens	ILLUMINA	2017-01-19	SRR2963433	SRS1182481	SRP066781	GSM1955878		699.0	5021.0	5881.0	715.0	405.0	376.0	414.0	2075.0	19887.0	107414.0	100893.0	69772.0		-182.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	75145.0	74446.0	66151.0			SRR2963433
RNA-Seq		200	PRJNA304408	SAMN04300337	GEO	public	sra	ncbi	SRX1454087	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	89	53	Homo sapiens	ILLUMINA	2017-01-19	SRR2963434	SRS1182480	SRP066781	GSM1955879		913.0	1542.0	3994.0	688.0	294.0	521.0	453.0	683.0	20090.0	125452.0	117256.0	70117.0		373.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	58049.0	56920.0	66836.0			SRR2963434
RNA-Seq		200	PRJNA304408	SAMN04300337	GEO	public	sra	ncbi	SRX1454087	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	171	108	Homo sapiens	ILLUMINA	2017-01-19	SRR2963435	SRS1182480	SRP066781	GSM1955879		913.0	1542.0	3994.0	688.0	294.0	521.0	453.0	683.0	20090.0	125452.0	117256.0	70117.0		373.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	58049.0	56920.0	66836.0			SRR2963435
RNA-Seq		200	PRJNA304408	SAMN04300337	GEO	public	sra	ncbi	SRX1454087	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	167	105	Homo sapiens	ILLUMINA	2017-01-19	SRR2963436	SRS1182480	SRP066781	GSM1955879		913.0	1542.0	3994.0	688.0	294.0	521.0	453.0	683.0	20090.0	125452.0	117256.0	70117.0		373.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	58049.0	56920.0	66836.0			SRR2963436
RNA-Seq		200	PRJNA304408	SAMN04300338	GEO	public	sra	ncbi	SRX1454088	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	13	8	Homo sapiens	ILLUMINA	2017-01-19	SRR2963437	SRS1182479	SRP066781	GSM1955880		645.0	10212.0	9026.0	573.0	1056.0	379.0	439.0	1849.0	20290.0	120813.0	112060.0	70655.0		623.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	66162.0	64492.0	67233.0			SRR2963437
RNA-Seq		200	PRJNA304408	SAMN04300338	GEO	public	sra	ncbi	SRX1454088	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	27	17	Homo sapiens	ILLUMINA	2017-01-19	SRR2963438	SRS1182479	SRP066781	GSM1955880		645.0	10212.0	9026.0	573.0	1056.0	379.0	439.0	1849.0	20290.0	120813.0	112060.0	70655.0		623.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	66162.0	64492.0	67233.0			SRR2963438
RNA-Seq		200	PRJNA304408	SAMN04300338	GEO	public	sra	ncbi	SRX1454088	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	26	16	Homo sapiens	ILLUMINA	2017-01-19	SRR2963439	SRS1182479	SRP066781	GSM1955880		645.0	10212.0	9026.0	573.0	1056.0	379.0	439.0	1849.0	20290.0	120813.0	112060.0	70655.0		623.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	66162.0	64492.0	67233.0			SRR2963439
RNA-Seq		200	PRJNA304408	SAMN04300331	GEO	public	sra	ncbi	SRX1454089	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963440	SRS1182478	SRP066781	GSM1955881		477.0	167.0	4930.0	748.0	167.0	348.0	25.0	573.0	22834.0	122166.0	116464.0	68744.0		1182.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57094.0	56016.0	66797.0			SRR2963440
RNA-Seq		200	PRJNA304408	SAMN04300331	GEO	public	sra	ncbi	SRX1454089	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963441	SRS1182478	SRP066781	GSM1955881		477.0	167.0	4930.0	748.0	167.0	348.0	25.0	573.0	22834.0	122166.0	116464.0	68744.0		1182.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57094.0	56016.0	66797.0			SRR2963441
RNA-Seq		200	PRJNA304408	SAMN04300331	GEO	public	sra	ncbi	SRX1454089	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963442	SRS1182478	SRP066781	GSM1955881		477.0	167.0	4930.0	748.0	167.0	348.0	25.0	573.0	22834.0	122166.0	116464.0	68744.0		1182.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57094.0	56016.0	66797.0			SRR2963442
RNA-Seq		200	PRJNA304408	SAMN04300464	GEO	public	sra	ncbi	SRX1454090	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	8	5	Homo sapiens	ILLUMINA	2017-01-19	SRR2963443	SRS1182477	SRP066781	GSM1955882		640.0	4611.0	8240.0	451.0	338.0	636.0	391.0	2591.0	22625.0	93758.0	97777.0	62842.0		490.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	51669.0	51409.0	65867.0			SRR2963443
RNA-Seq		200	PRJNA304408	SAMN04300464	GEO	public	sra	ncbi	SRX1454090	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	16	10	Homo sapiens	ILLUMINA	2017-01-19	SRR2963444	SRS1182477	SRP066781	GSM1955882		640.0	4611.0	8240.0	451.0	338.0	636.0	391.0	2591.0	22625.0	93758.0	97777.0	62842.0		490.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	51669.0	51409.0	65867.0			SRR2963444
RNA-Seq		200	PRJNA304408	SAMN04300464	GEO	public	sra	ncbi	SRX1454090	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	16	10	Homo sapiens	ILLUMINA	2017-01-19	SRR2963445	SRS1182477	SRP066781	GSM1955882		640.0	4611.0	8240.0	451.0	338.0	636.0	391.0	2591.0	22625.0	93758.0	97777.0	62842.0		490.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	51669.0	51409.0	65867.0			SRR2963445
RNA-Seq		200	PRJNA304408	SAMN04300465	GEO	public	sra	ncbi	SRX1454091	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	9	5	Homo sapiens	ILLUMINA	2017-01-19	SRR2963446	SRS1182475	SRP066781	GSM1955883		773.0	2509.0	6721.0	-200.0	179.0	1080.0	353.0	1430.0	22435.0	102104.0	111365.0	60086.0		257.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	60496.0	59301.0	66857.0			SRR2963446
RNA-Seq		200	PRJNA304408	SAMN04300465	GEO	public	sra	ncbi	SRX1454091	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	19	12	Homo sapiens	ILLUMINA	2017-01-19	SRR2963447	SRS1182475	SRP066781	GSM1955883		773.0	2509.0	6721.0	-200.0	179.0	1080.0	353.0	1430.0	22435.0	102104.0	111365.0	60086.0		257.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	60496.0	59301.0	66857.0			SRR2963447
RNA-Seq		200	PRJNA304408	SAMN04300465	GEO	public	sra	ncbi	SRX1454091	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	18	12	Homo sapiens	ILLUMINA	2017-01-19	SRR2963448	SRS1182475	SRP066781	GSM1955883		773.0	2509.0	6721.0	-200.0	179.0	1080.0	353.0	1430.0	22435.0	102104.0	111365.0	60086.0		257.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	60496.0	59301.0	66857.0			SRR2963448
RNA-Seq		200	PRJNA304408	SAMN04300466	GEO	public	sra	ncbi	SRX1454092	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	18	11	Homo sapiens	ILLUMINA	2017-01-19	SRR2963449	SRS1182474	SRP066781	GSM1955884		528.0	1987.0	13483.0	136.0	107.0	559.0	555.0	7833.0	22241.0	121187.0	117045.0	67855.0		501.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	48862.0	47633.0	67227.0			SRR2963449
RNA-Seq		200	PRJNA304408	SAMN04300466	GEO	public	sra	ncbi	SRX1454092	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	36	23	Homo sapiens	ILLUMINA	2017-01-19	SRR2963450	SRS1182474	SRP066781	GSM1955884		528.0	1987.0	13483.0	136.0	107.0	559.0	555.0	7833.0	22241.0	121187.0	117045.0	67855.0		501.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	48862.0	47633.0	67227.0			SRR2963450
RNA-Seq		200	PRJNA304408	SAMN04300466	GEO	public	sra	ncbi	SRX1454092	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	35	22	Homo sapiens	ILLUMINA	2017-01-19	SRR2963451	SRS1182474	SRP066781	GSM1955884		528.0	1987.0	13483.0	136.0	107.0	559.0	555.0	7833.0	22241.0	121187.0	117045.0	67855.0		501.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	48862.0	47633.0	67227.0			SRR2963451
RNA-Seq		200	PRJNA304408	SAMN04300467	GEO	public	sra	ncbi	SRX1454093	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	83	50	Homo sapiens	ILLUMINA	2017-01-19	SRR2963452	SRS1182476	SRP066781	GSM1955885		595.0	3699.0	3768.0	856.0	352.0	287.0	119.0	1517.0	22029.0	130578.0	133590.0	64058.0		429.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61518.0	57714.0	69856.0			SRR2963452
RNA-Seq		200	PRJNA304408	SAMN04300467	GEO	public	sra	ncbi	SRX1454093	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	160	103	Homo sapiens	ILLUMINA	2017-01-19	SRR2963453	SRS1182476	SRP066781	GSM1955885		595.0	3699.0	3768.0	856.0	352.0	287.0	119.0	1517.0	22029.0	130578.0	133590.0	64058.0		429.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61518.0	57714.0	69856.0			SRR2963453
RNA-Seq		200	PRJNA304408	SAMN04300467	GEO	public	sra	ncbi	SRX1454093	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	157	100	Homo sapiens	ILLUMINA	2017-01-19	SRR2963454	SRS1182476	SRP066781	GSM1955885		595.0	3699.0	3768.0	856.0	352.0	287.0	119.0	1517.0	22029.0	130578.0	133590.0	64058.0		429.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61518.0	57714.0	69856.0			SRR2963454
RNA-Seq		200	PRJNA304408	SAMN04300468	GEO	public	sra	ncbi	SRX1454094	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	16	10	Homo sapiens	ILLUMINA	2017-01-19	SRR2963455	SRS1182473	SRP066781	GSM1955886		538.0	1506.0	8490.0	579.0	37.0	4.0	213.0	138.0	21802.0	77247.0	78305.0	64651.0		-149.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	62402.0	61569.0	66423.0			SRR2963455
RNA-Seq		200	PRJNA304408	SAMN04300468	GEO	public	sra	ncbi	SRX1454094	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	33	21	Homo sapiens	ILLUMINA	2017-01-19	SRR2963456	SRS1182473	SRP066781	GSM1955886		538.0	1506.0	8490.0	579.0	37.0	4.0	213.0	138.0	21802.0	77247.0	78305.0	64651.0		-149.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	62402.0	61569.0	66423.0			SRR2963456
RNA-Seq		200	PRJNA304408	SAMN04300468	GEO	public	sra	ncbi	SRX1454094	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	32	20	Homo sapiens	ILLUMINA	2017-01-19	SRR2963457	SRS1182473	SRP066781	GSM1955886		538.0	1506.0	8490.0	579.0	37.0	4.0	213.0	138.0	21802.0	77247.0	78305.0	64651.0		-149.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	62402.0	61569.0	66423.0			SRR2963457
RNA-Seq		200	PRJNA304408	SAMN04300469	GEO	public	sra	ncbi	SRX1454095	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	102	61	Homo sapiens	ILLUMINA	2017-01-19	SRR2963458	SRS1182472	SRP066781	GSM1955887		963.0	2779.0	5089.0	1136.0	721.0	377.0	-218.0	684.0	21554.0	96828.0	98262.0	64580.0		-27.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	71589.0	69858.0	67160.0			SRR2963458
RNA-Seq		200	PRJNA304408	SAMN04300469	GEO	public	sra	ncbi	SRX1454095	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	203	129	Homo sapiens	ILLUMINA	2017-01-19	SRR2963459	SRS1182472	SRP066781	GSM1955887		963.0	2779.0	5089.0	1136.0	721.0	377.0	-218.0	684.0	21554.0	96828.0	98262.0	64580.0		-27.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	71589.0	69858.0	67160.0			SRR2963459
RNA-Seq		200	PRJNA304408	SAMN04300469	GEO	public	sra	ncbi	SRX1454095	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	199	126	Homo sapiens	ILLUMINA	2017-01-19	SRR2963460	SRS1182472	SRP066781	GSM1955887		963.0	2779.0	5089.0	1136.0	721.0	377.0	-218.0	684.0	21554.0	96828.0	98262.0	64580.0		-27.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	71589.0	69858.0	67160.0			SRR2963460
RNA-Seq		200	PRJNA304408	SAMN04300339	GEO	public	sra	ncbi	SRX1454096	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	81	49	Homo sapiens	ILLUMINA	2017-01-19	SRR2963461	SRS1182471	SRP066781	GSM1955888		370.0	2721.0	5761.0	387.0	400.0	544.0	245.0	545.0	21341.0	94786.0	94600.0	65665.0		316.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	73578.0	71356.0	67577.0			SRR2963461
RNA-Seq		200	PRJNA304408	SAMN04300339	GEO	public	sra	ncbi	SRX1454096	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	148	94	Homo sapiens	ILLUMINA	2017-01-19	SRR2963462	SRS1182471	SRP066781	GSM1955888		370.0	2721.0	5761.0	387.0	400.0	544.0	245.0	545.0	21341.0	94786.0	94600.0	65665.0		316.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	73578.0	71356.0	67577.0			SRR2963462
RNA-Seq		200	PRJNA304408	SAMN04300339	GEO	public	sra	ncbi	SRX1454096	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	145	92	Homo sapiens	ILLUMINA	2017-01-19	SRR2963463	SRS1182471	SRP066781	GSM1955888		370.0	2721.0	5761.0	387.0	400.0	544.0	245.0	545.0	21341.0	94786.0	94600.0	65665.0		316.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	73578.0	71356.0	67577.0			SRR2963463
RNA-Seq		200	PRJNA304408	SAMN04300463	GEO	public	sra	ncbi	SRX1454097	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	21	13	Homo sapiens	ILLUMINA	2017-01-19	SRR2963464	SRS1182470	SRP066781	GSM1955889		625.0	2226.0	9096.0	76.0	177.0	727.0	10.0	1112.0	21144.0	124577.0	126284.0	64650.0		669.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	48296.0	46924.0	67453.0			SRR2963464
RNA-Seq		200	PRJNA304408	SAMN04300463	GEO	public	sra	ncbi	SRX1454097	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	40	26	Homo sapiens	ILLUMINA	2017-01-19	SRR2963465	SRS1182470	SRP066781	GSM1955889		625.0	2226.0	9096.0	76.0	177.0	727.0	10.0	1112.0	21144.0	124577.0	126284.0	64650.0		669.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	48296.0	46924.0	67453.0			SRR2963465
RNA-Seq		200	PRJNA304408	SAMN04300463	GEO	public	sra unknown_contigs	ncbi	SRX1454097	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	39	25	Homo sapiens	ILLUMINA	2017-01-19	SRR2963466	SRS1182470	SRP066781	GSM1955889		625.0	2226.0	9096.0	76.0	177.0	727.0	10.0	1112.0	21144.0	124577.0	126284.0	64650.0		669.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	48296.0	46924.0	67453.0			SRR2963466
RNA-Seq		200	PRJNA304408	SAMN04300470	GEO	public	sra	ncbi	SRX1454098	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	78	47	Homo sapiens	ILLUMINA	2017-01-19	SRR2963467	SRS1182469	SRP066781	GSM1955890		813.0	2070.0	13788.0	-40.0	213.0	589.0	548.0	1626.0	20949.0	128279.0	122272.0	68756.0		271.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57409.0	54912.0	68516.0			SRR2963467
RNA-Seq		200	PRJNA304408	SAMN04300470	GEO	public	sra	ncbi	SRX1454098	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	147	94	Homo sapiens	ILLUMINA	2017-01-19	SRR2963468	SRS1182469	SRP066781	GSM1955890		813.0	2070.0	13788.0	-40.0	213.0	589.0	548.0	1626.0	20949.0	128279.0	122272.0	68756.0		271.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57409.0	54912.0	68516.0			SRR2963468
RNA-Seq		200	PRJNA304408	SAMN04300470	GEO	public	sra	ncbi	SRX1454098	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	143	91	Homo sapiens	ILLUMINA	2017-01-19	SRR2963469	SRS1182469	SRP066781	GSM1955890		813.0	2070.0	13788.0	-40.0	213.0	589.0	548.0	1626.0	20949.0	128279.0	122272.0	68756.0		271.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	57409.0	54912.0	68516.0			SRR2963469
RNA-Seq		200	PRJNA304408	SAMN04300471	GEO	public	sra	ncbi	SRX1454099	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	10	6	Homo sapiens	ILLUMINA	2017-01-19	SRR2963470	SRS1182468	SRP066781	GSM1955891		1092.0	3278.0	9847.0	290.0	281.0	731.0	-20.0	1487.0	20707.0	117910.0	119145.0	64857.0		350.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	71371.0	66797.0	70024.0			SRR2963470
RNA-Seq		200	PRJNA304408	SAMN04300471	GEO	public	sra	ncbi	SRX1454099	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	21	13	Homo sapiens	ILLUMINA	2017-01-19	SRR2963471	SRS1182468	SRP066781	GSM1955891		1092.0	3278.0	9847.0	290.0	281.0	731.0	-20.0	1487.0	20707.0	117910.0	119145.0	64857.0		350.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	71371.0	66797.0	70024.0			SRR2963471
RNA-Seq		200	PRJNA304408	SAMN04300471	GEO	public	sra	ncbi	SRX1454099	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	20	13	Homo sapiens	ILLUMINA	2017-01-19	SRR2963472	SRS1182468	SRP066781	GSM1955891		1092.0	3278.0	9847.0	290.0	281.0	731.0	-20.0	1487.0	20707.0	117910.0	119145.0	64857.0		350.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	71371.0	66797.0	70024.0			SRR2963472
RNA-Seq		200	PRJNA304408	SAMN04300472	GEO	public	sra	ncbi	SRX1454100	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	18	11	Homo sapiens	ILLUMINA	2017-01-19	SRR2963473	SRS1182467	SRP066781	GSM1955892		113.0	2234.0	8347.0	83.0	231.0	352.0	761.0	3879.0	20492.0	108582.0	95912.0	74193.0		292.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	72128.0	70136.0	67397.0			SRR2963473
RNA-Seq		200	PRJNA304408	SAMN04300472	GEO	public	sra	ncbi	SRX1454100	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	37	24	Homo sapiens	ILLUMINA	2017-01-19	SRR2963474	SRS1182467	SRP066781	GSM1955892		113.0	2234.0	8347.0	83.0	231.0	352.0	761.0	3879.0	20492.0	108582.0	95912.0	74193.0		292.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	72128.0	70136.0	67397.0			SRR2963474
RNA-Seq		200	PRJNA304408	SAMN04300472	GEO	public	sra	ncbi	SRX1454100	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	36	23	Homo sapiens	ILLUMINA	2017-01-19	SRR2963475	SRS1182467	SRP066781	GSM1955892		113.0	2234.0	8347.0	83.0	231.0	352.0	761.0	3879.0	20492.0	108582.0	95912.0	74193.0		292.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	72128.0	70136.0	67397.0			SRR2963475
RNA-Seq		200	PRJNA304408	SAMN04300473	GEO	public	sra	ncbi	SRX1454101	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	94	56	Homo sapiens	ILLUMINA	2017-01-19	SRR2963476	SRS1182466	SRP066781	GSM1955893		739.0	3264.0	6428.0	904.0	276.0	845.0	-325.0	6543.0	1781.0	97175.0	96031.0	66317.0		986.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61799.0	60155.0	67327.0			SRR2963476
RNA-Seq		200	PRJNA304408	SAMN04300473	GEO	public	sra	ncbi	SRX1454101	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	153	97	Homo sapiens	ILLUMINA	2017-01-19	SRR2963477	SRS1182466	SRP066781	GSM1955893		739.0	3264.0	6428.0	904.0	276.0	845.0	-325.0	6543.0	1781.0	97175.0	96031.0	66317.0		986.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61799.0	60155.0	67327.0			SRR2963477
RNA-Seq		200	PRJNA304408	SAMN04300473	GEO	public	sra	ncbi	SRX1454101	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	149	94	Homo sapiens	ILLUMINA	2017-01-19	SRR2963478	SRS1182466	SRP066781	GSM1955893		739.0	3264.0	6428.0	904.0	276.0	845.0	-325.0	6543.0	1781.0	97175.0	96031.0	66317.0		986.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	61799.0	60155.0	67327.0			SRR2963478
RNA-Seq		200	PRJNA304408	SAMN04300474	GEO	public	sra	ncbi	SRX1454102	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963479	SRS1182465	SRP066781	GSM1955894		49671.0	228.0	12580.0	1081.0	8474.0	412.0	-206.0	968.0	2037.0	106309.0	109208.0	63796.0		115.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	65661.0	67740.0	63525.0			SRR2963479
RNA-Seq		200	PRJNA304408	SAMN04300474	GEO	public	sra	ncbi	SRX1454102	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963480	SRS1182465	SRP066781	GSM1955894		49671.0	228.0	12580.0	1081.0	8474.0	412.0	-206.0	968.0	2037.0	106309.0	109208.0	63796.0		115.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	65661.0	67740.0	63525.0			SRR2963480
RNA-Seq		200	PRJNA304408	SAMN04300474	GEO	public	sra	ncbi	SRX1454102	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	0	0	Homo sapiens	ILLUMINA	2017-01-19	SRR2963481	SRS1182465	SRP066781	GSM1955894		49671.0	228.0	12580.0	1081.0	8474.0	412.0	-206.0	968.0	2037.0	106309.0	109208.0	63796.0		115.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	65661.0	67740.0	63525.0			SRR2963481
RNA-Seq		200	PRJNA304408	SAMN04300475	GEO	public	sra	ncbi	SRX1454103	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	64	39	Homo sapiens	ILLUMINA	2017-01-19	SRR2963482	SRS1182464	SRP066781	GSM1955895		742.0	2941.0	4777.0	286.0	35.0	562.0	190.0	946.0	2253.0	92277.0	104640.0	57793.0		102.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	45582.0	46176.0	64694.0			SRR2963482
RNA-Seq		200	PRJNA304408	SAMN04300475	GEO	public	sra	ncbi	SRX1454103	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	94	61	Homo sapiens	ILLUMINA	2017-01-19	SRR2963483	SRS1182464	SRP066781	GSM1955895		742.0	2941.0	4777.0	286.0	35.0	562.0	190.0	946.0	2253.0	92277.0	104640.0	57793.0		102.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	45582.0	46176.0	64694.0			SRR2963483
RNA-Seq		200	PRJNA304408	SAMN04300475	GEO	public	sra	ncbi	SRX1454103	0	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	2015-11-30	92	59	Homo sapiens	ILLUMINA	2017-01-19	SRR2963484	SRS1182464	SRP066781	GSM1955895		742.0	2941.0	4777.0	286.0	35.0	562.0	190.0	946.0	2253.0	92277.0	104640.0	57793.0		102.0		smartseq2_quartzseq	Lin-CD34+CD38- bone marrow	45582.0	46176.0	64694.0			SRR2963484
