AvgSpotLen	BioProject	BioSample	Experiment	Instrument	LibraryLayout	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_Study	Sample_Name	source_name	Assay_Type	AssemblyName	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	tissue
75	PRJNA393431	SAMN07332761	SRX2989390	NextSeq 500	PAIRED	2017-07-14	43	16	SRR5810838	SRS2341314	SRP111340	GSM2696257	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332760	SRX2989391	NextSeq 500	PAIRED	2017-07-14	35	14	SRR5810839	SRS2341313	SRP111340	GSM2696258	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332759	SRX2989392	NextSeq 500	PAIRED	2017-07-14	38	15	SRR5810840	SRS2341315	SRP111340	GSM2696259	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332758	SRX2989393	NextSeq 500	PAIRED	2017-07-14	21	8	SRR5810841	SRS2341316	SRP111340	GSM2696260	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332757	SRX2989394	NextSeq 500	PAIRED	2017-07-14	53	20	SRR5810842	SRS2341317	SRP111340	GSM2696261	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332756	SRX2989395	NextSeq 500	PAIRED	2017-07-14	18	8	SRR5810843	SRS2341318	SRP111340	GSM2696262	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332755	SRX2989396	NextSeq 500	PAIRED	2017-07-14	30	13	SRR5810844	SRS2341319	SRP111340	GSM2696263	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332754	SRX2989397	NextSeq 500	PAIRED	2017-07-14	22	11	SRR5810845	SRS2341320	SRP111340	GSM2696264	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332753	SRX2989398	NextSeq 500	PAIRED	2017-07-14	44	17	SRR5810846	SRS2341321	SRP111340	GSM2696265	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332752	SRX2989399	NextSeq 500	PAIRED	2017-07-14	15	7	SRR5810847	SRS2341322	SRP111340	GSM2696266	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332751	SRX2989400	NextSeq 500	PAIRED	2017-07-14	81	29	SRR5810848	SRS2341323	SRP111340	GSM2696267	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332750	SRX2989401	NextSeq 500	PAIRED	2017-07-14	33	13	SRR5810849	SRS2341324	SRP111340	GSM2696268	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332749	SRX2989402	NextSeq 500	PAIRED	2017-07-14	77	28	SRR5810850	SRS2341325	SRP111340	GSM2696269	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332746	SRX2989403	NextSeq 500	PAIRED	2017-07-14	25	11	SRR5810851	SRS2341326	SRP111340	GSM2696270	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332745	SRX2989404	NextSeq 500	PAIRED	2017-07-14	61	25	SRR5810852	SRS2341327	SRP111340	GSM2696271	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332744	SRX2989405	NextSeq 500	PAIRED	2017-07-14	10	5	SRR5810853	SRS2341328	SRP111340	GSM2696272	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332743	SRX2989406	NextSeq 500	PAIRED	2017-07-14	45	17	SRR5810854	SRS2341329	SRP111340	GSM2696273	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332742	SRX2989407	NextSeq 500	PAIRED	2017-07-14	68	25	SRR5810855	SRS2341330	SRP111340	GSM2696274	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332741	SRX2989408	NextSeq 500	PAIRED	2017-07-14	21	9	SRR5810856	SRS2341331	SRP111340	GSM2696275	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332747	SRX2989409	NextSeq 500	PAIRED	2017-07-14	100	36	SRR5810857	SRS2341333	SRP111340	GSM2696276	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332748	SRX2989410	NextSeq 500	PAIRED	2017-07-14	69	25	SRR5810858	SRS2341332	SRP111340	GSM2696277	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332740	SRX2989411	NextSeq 500	PAIRED	2017-07-14	79	29	SRR5810859	SRS2341334	SRP111340	GSM2696278	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332739	SRX2989412	NextSeq 500	PAIRED	2017-07-14	74	27	SRR5810860	SRS2341335	SRP111340	GSM2696279	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332738	SRX2989413	NextSeq 500	PAIRED	2017-07-14	52	21	SRR5810861	SRS2341336	SRP111340	GSM2696280	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332737	SRX2989414	NextSeq 500	PAIRED	2017-07-14	106	37	SRR5810862	SRS2341337	SRP111340	GSM2696281	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332736	SRX2989415	NextSeq 500	PAIRED	2017-07-14	60	21	SRR5810863	SRS2341338	SRP111340	GSM2696282	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332735	SRX2989416	NextSeq 500	PAIRED	2017-07-14	95	35	SRR5810864	SRS2341339	SRP111340	GSM2696283	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332734	SRX2989417	NextSeq 500	PAIRED	2017-07-14	84	30	SRR5810865	SRS2341341	SRP111340	GSM2696284	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332733	SRX2989418	NextSeq 500	PAIRED	2017-07-14	84	31	SRR5810866	SRS2341340	SRP111340	GSM2696285	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332732	SRX2989419	NextSeq 500	PAIRED	2017-07-14	74	27	SRR5810867	SRS2341342	SRP111340	GSM2696286	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332731	SRX2989420	NextSeq 500	PAIRED	2017-07-14	72	25	SRR5810868	SRS2341343	SRP111340	GSM2696287	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332730	SRX2989421	NextSeq 500	PAIRED	2017-07-14	75	27	SRR5810869	SRS2341344	SRP111340	GSM2696288	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332729	SRX2989422	NextSeq 500	PAIRED	2017-07-14	61	22	SRR5810870	SRS2341345	SRP111340	GSM2696289	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332728	SRX2989423	NextSeq 500	PAIRED	2017-07-14	27	11	SRR5810871	SRS2341346	SRP111340	GSM2696290	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332727	SRX2989424	NextSeq 500	PAIRED	2017-07-14	77	28	SRR5810872	SRS2341347	SRP111340	GSM2696291	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332797	SRX2989425	NextSeq 500	PAIRED	2017-07-14	10	5	SRR5810873	SRS2341349	SRP111340	GSM2696292	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332796	SRX2989426	NextSeq 500	PAIRED	2017-07-14	98	36	SRR5810874	SRS2341348	SRP111340	GSM2696293	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332795	SRX2989427	NextSeq 500	PAIRED	2017-07-14	9	4	SRR5810875	SRS2341350	SRP111340	GSM2696294	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332794	SRX2989428	NextSeq 500	PAIRED	2017-07-14	113	40	SRR5810876	SRS2341351	SRP111340	GSM2696295	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332793	SRX2989429	NextSeq 500	PAIRED	2017-07-14	82	29	SRR5810877	SRS2341352	SRP111340	GSM2696296	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332792	SRX2989430	NextSeq 500	PAIRED	2017-07-14	147	48	SRR5810878	SRS2341353	SRP111340	GSM2696297	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332791	SRX2989431	NextSeq 500	PAIRED	2017-07-14	75	27	SRR5810879	SRS2341354	SRP111340	GSM2696298	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332790	SRX2989432	NextSeq 500	PAIRED	2017-07-14	21	9	SRR5810880	SRS2341355	SRP111340	GSM2696299	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332789	SRX2989433	NextSeq 500	PAIRED	2017-07-14	68	25	SRR5810881	SRS2341357	SRP111340	GSM2696300	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332788	SRX2989434	NextSeq 500	PAIRED	2017-07-14	124	42	SRR5810882	SRS2341356	SRP111340	GSM2696301	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332787	SRX2989435	NextSeq 500	PAIRED	2017-07-14	20	9	SRR5810883	SRS2341358	SRP111340	GSM2696302	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332786	SRX2989436	NextSeq 500	PAIRED	2017-07-14	101	37	SRR5810884	SRS2341359	SRP111340	GSM2696303	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332705	SRX2989437	NextSeq 500	PAIRED	2017-07-14	14	7	SRR5810885	SRS2341360	SRP111340	GSM2696304	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332704	SRX2989438	NextSeq 500	PAIRED	2017-07-14	134	47	SRR5810886	SRS2341361	SRP111340	GSM2696305	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332703	SRX2989439	NextSeq 500	PAIRED	2017-07-14	24	11	SRR5810887	SRS2341362	SRP111340	GSM2696306	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332785	SRX2989440	NextSeq 500	PAIRED	2017-07-14	92	36	SRR5810888	SRS2341364	SRP111340	GSM2696307	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332784	SRX2989441	NextSeq 500	PAIRED	2017-07-14	75	28	SRR5810889	SRS2341363	SRP111340	GSM2696308	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332707	SRX2989442	NextSeq 500	PAIRED	2017-07-14	108	38	SRR5810890	SRS2341365	SRP111340	GSM2696309	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332706	SRX2989443	NextSeq 500	PAIRED	2017-07-14	100	35	SRR5810891	SRS2341367	SRP111340	GSM2696310	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332702	SRX2989444	NextSeq 500	PAIRED	2017-07-14	17	7	SRR5810892	SRS2341366	SRP111340	GSM2696311	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332701	SRX2989445	NextSeq 500	PAIRED	2017-07-14	72	27	SRR5810893	SRS2341368	SRP111340	GSM2696312	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332700	SRX2989446	NextSeq 500	PAIRED	2017-07-14	35	15	SRR5810894	SRS2341370	SRP111340	GSM2696313	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332699	SRX2989447	NextSeq 500	PAIRED	2017-07-14	98	35	SRR5810895	SRS2341369	SRP111340	GSM2696314	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332698	SRX2989448	NextSeq 500	PAIRED	2017-07-14	143	50	SRR5810896	SRS2341371	SRP111340	GSM2696315	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332697	SRX2989449	NextSeq 500	PAIRED	2017-07-14	118	42	SRR5810897	SRS2341372	SRP111340	GSM2696316	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332696	SRX2989450	NextSeq 500	PAIRED	2017-07-14	133	50	SRR5810898	SRS2341373	SRP111340	GSM2696317	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332695	SRX2989451	NextSeq 500	PAIRED	2017-07-14	56	23	SRR5810899	SRS2341374	SRP111340	GSM2696318	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332694	SRX2989452	NextSeq 500	PAIRED	2017-07-14	151	52	SRR5810900	SRS2341375	SRP111340	GSM2696319	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332693	SRX2989453	NextSeq 500	PAIRED	2017-07-14	171	58	SRR5810901	SRS2341377	SRP111340	GSM2696320	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332692	SRX2989454	NextSeq 500	PAIRED	2017-07-14	53	21	SRR5810902	SRS2341376	SRP111340	GSM2696321	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332691	SRX2989455	NextSeq 500	PAIRED	2017-07-14	92	33	SRR5810903	SRS2341378	SRP111340	GSM2696322	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332690	SRX2989456	NextSeq 500	PAIRED	2017-07-14	53	22	SRR5810904	SRS2341379	SRP111340	GSM2696323	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332689	SRX2989457	NextSeq 500	PAIRED	2017-07-14	59	23	SRR5810905	SRS2341380	SRP111340	GSM2696324	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332688	SRX2989458	NextSeq 500	PAIRED	2017-07-14	116	41	SRR5810906	SRS2341381	SRP111340	GSM2696325	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332687	SRX2989459	NextSeq 500	PAIRED	2017-07-14	121	44	SRR5810907	SRS2341382	SRP111340	GSM2696326	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332686	SRX2989460	NextSeq 500	PAIRED	2017-07-14	135	49	SRR5810908	SRS2341383	SRP111340	GSM2696327	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332685	SRX2989461	NextSeq 500	PAIRED	2017-07-14	78	28	SRR5810909	SRS2341384	SRP111340	GSM2696328	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332684	SRX2989462	NextSeq 500	PAIRED	2017-07-14	111	40	SRR5810910	SRS2341385	SRP111340	GSM2696329	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332683	SRX2989463	NextSeq 500	PAIRED	2017-07-14	137	48	SRR5810911	SRS2341386	SRP111340	GSM2696330	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332682	SRX2989464	NextSeq 500	PAIRED	2017-07-14	11	6	SRR5810912	SRS2341389	SRP111340	GSM2696331	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332681	SRX2989465	NextSeq 500	PAIRED	2017-07-14	49	20	SRR5810913	SRS2341387	SRP111340	GSM2696332	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332680	SRX2989466	NextSeq 500	PAIRED	2017-07-14	119	42	SRR5810914	SRS2341388	SRP111340	GSM2696333	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332679	SRX2989467	NextSeq 500	PAIRED	2017-07-14	76	28	SRR5810915	SRS2341390	SRP111340	GSM2696334	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332678	SRX2989468	NextSeq 500	PAIRED	2017-07-14	80	31	SRR5810916	SRS2341391	SRP111340	GSM2696335	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332677	SRX2989469	NextSeq 500	PAIRED	2017-07-14	126	44	SRR5810917	SRS2341393	SRP111340	GSM2696336	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332676	SRX2989470	NextSeq 500	PAIRED	2017-07-14	65	25	SRR5810918	SRS2341392	SRP111340	GSM2696337	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332675	SRX2989471	NextSeq 500	PAIRED	2017-07-14	36	14	SRR5810919	SRS2341394	SRP111340	GSM2696338	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332674	SRX2989472	NextSeq 500	PAIRED	2017-07-14	83	29	SRR5810920	SRS2341395	SRP111340	GSM2696339	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
75	PRJNA393431	SAMN07332673	SRX2989473	NextSeq 500	PAIRED	2017-07-14	106	39	SRR5810921	SRS2341398	SRP111340	GSM2696340	whole kidney marrow	RNA-Seq	danRer7	GEO	public	sra	ncbi	0	cDNA	TRANSCRIPTOMIC	Danio rerio	ILLUMINA	2017-08-07	kidney marrow
