Assay_Type	AvgSpotLen	BioProject	BioSample	DATASTORE_filetype	Experiment	LibrarySelection	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySource	Organism	Platform	ReleaseDate	source_name	tissue
ATAC-seq	152	PRJNA379613	SAMN06613883	sra unknown_contigs	SRX2650657	other	2017-03-17	68	26	SRR5354432	SRS2055852	SRP102089	GSM2541354	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613737	sra unknown_contigs	SRX2650663	other	2017-03-17	33	10	SRR5354438	SRS2055853	SRP102089	GSM2541360	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613879	sra unknown_contigs	SRX2650661	other	2017-03-17	46	17	SRR5354436	SRS2055854	SRP102089	GSM2541358	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613738	sra unknown_contigs	SRX2650662	other	2017-03-17	31	11	SRR5354437	SRS2055855	SRP102089	GSM2541359	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613735	sra unknown_contigs	SRX2650665	other	2017-03-17	17	7	SRR5354440	SRS2055856	SRP102089	GSM2541362	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613734	sra unknown_contigs	SRX2650666	other	2017-03-17	26	9	SRR5354441	SRS2055857	SRP102089	GSM2541363	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613736	sra unknown_contigs	SRX2650664	other	2017-03-17	17	5	SRR5354439	SRS2055858	SRP102089	GSM2541361	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613733	sra unknown_contigs	SRX2650667	other	2017-03-17	65	24	SRR5354442	SRS2055859	SRP102089	GSM2541364	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613732	sra	SRX2650668	other	2017-03-17	46	17	SRR5354443	SRS2055860	SRP102089	GSM2541365	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613731	sra unknown_contigs	SRX2650669	other	2017-03-17	14	5	SRR5354444	SRS2055861	SRP102089	GSM2541366	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613730	sra unknown_contigs	SRX2650670	other	2017-03-17	56	20	SRR5354445	SRS2055862	SRP102089	GSM2541367	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613842	sra unknown_contigs	SRX2650672	other	2017-03-17	37	14	SRR5354447	SRS2055863	SRP102089	GSM2541369	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613841	sra unknown_contigs	SRX2650673	other	2017-03-17	61	23	SRR5354448	SRS2055864	SRP102089	GSM2541370	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613840	sra unknown_contigs	SRX2650674	other	2017-03-17	200	80	SRR5354449	SRS2055865	SRP102089	GSM2541371	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613839	sra unknown_contigs	SRX2650675	other	2017-03-17	27	8	SRR5354450	SRS2055866	SRP102089	GSM2541372	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613729	sra unknown_contigs	SRX2650671	other	2017-03-17	52	20	SRR5354446	SRS2055867	SRP102089	GSM2541368	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613838	sra unknown_contigs	SRX2650676	other	2017-03-17	41	15	SRR5354451	SRS2055868	SRP102089	GSM2541373	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613837	sra unknown_contigs	SRX2650677	other	2017-03-17	44	17	SRR5354452	SRS2055869	SRP102089	GSM2541374	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613835	sra	SRX2650679	other	2017-03-17	43	15	SRR5354454	SRS2055870	SRP102089	GSM2541376	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613834	sra	SRX2650680	other	2017-03-17	27	9	SRR5354455	SRS2055871	SRP102089	GSM2541377	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613836	sra unknown_contigs	SRX2650678	other	2017-03-17	44	17	SRR5354453	SRS2055872	SRP102089	GSM2541375	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613832	sra	SRX2650682	other	2017-03-17	65	23	SRR5354457	SRS2055873	SRP102089	GSM2541379	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613833	sra unknown_contigs	SRX2650681	other	2017-03-17	39	15	SRR5354456	SRS2055874	SRP102089	GSM2541378	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613830	sra unknown_contigs	SRX2650684	other	2017-03-17	31	11	SRR5354459	SRS2055875	SRP102089	GSM2541381	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613829	sra unknown_contigs	SRX2650685	other	2017-03-17	41	15	SRR5354460	SRS2055876	SRP102089	GSM2541382	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613827	sra unknown_contigs	SRX2650687	other	2017-03-17	178	69	SRR5354462	SRS2055877	SRP102089	GSM2541384	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613828	sra unknown_contigs	SRX2650686	other	2017-03-17	37	14	SRR5354461	SRS2055878	SRP102089	GSM2541383	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613831	sra unknown_contigs	SRX2650683	other	2017-03-17	29	9	SRR5354458	SRS2055879	SRP102089	GSM2541380	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613826	sra unknown_contigs	SRX2650688	other	2017-03-17	38	13	SRR5354463	SRS2055880	SRP102089	GSM2541385	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613823	sra	SRX2650691	other	2017-03-17	62	23	SRR5354466	SRS2055881	SRP102089	GSM2541390	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613825	sra unknown_contigs	SRX2650689	other	2017-03-17	36	14	SRR5354464	SRS2055882	SRP102089	GSM2541386	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614508	sra unknown_contigs	SRX2650696	other	2017-03-17	24	8	SRR5354471	SRS2055883	SRP102089	GSM2541399	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06613824	sra unknown_contigs	SRX2650690	other	2017-03-17	52	20	SRR5354465	SRS2055884	SRP102089	GSM2541388	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614511	sra	SRX2650692	other	2017-03-17	36	12	SRR5354467	SRS2055885	SRP102089	GSM2541392	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614510	sra unknown_contigs	SRX2650693	other	2017-03-17	27	9	SRR5354468	SRS2055886	SRP102089	GSM2541394	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614505	sra unknown_contigs	SRX2650694	other	2017-03-17	38	12	SRR5354469	SRS2055887	SRP102089	GSM2541396	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614509	sra unknown_contigs	SRX2650695	other	2017-03-17	32	11	SRR5354470	SRS2055888	SRP102089	GSM2541398	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614507	sra unknown_contigs	SRX2650697	other	2017-03-17	69	27	SRR5354472	SRS2055889	SRP102089	GSM2541400	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614506	sra unknown_contigs	SRX2650698	other	2017-03-17	33	12	SRR5354473	SRS2055890	SRP102089	GSM2541401	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614504	sra unknown_contigs	SRX2650699	other	2017-03-17	73	28	SRR5354474	SRS2055891	SRP102089	GSM2541402	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614503	sra unknown_contigs	SRX2650700	other	2017-03-17	39	14	SRR5354475	SRS2055892	SRP102089	GSM2541403	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614502	sra unknown_contigs	SRX2650701	other	2017-03-17	29	11	SRR5354476	SRS2055893	SRP102089	GSM2541404	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614499	sra	SRX2650704	other	2017-03-17	43	15	SRR5354479	SRS2055894	SRP102089	GSM2541407	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614500	sra unknown_contigs	SRX2650703	other	2017-03-17	46	16	SRR5354478	SRS2055895	SRP102089	GSM2541406	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614498	sra unknown_contigs	SRX2650705	other	2017-03-17	42	15	SRR5354480	SRS2055896	SRP102089	GSM2541408	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614494	sra unknown_contigs	SRX2650709	other	2017-03-17	57	21	SRR5354484	SRS2055897	SRP102089	GSM2541412	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614497	sra unknown_contigs	SRX2650706	other	2017-03-17	62	23	SRR5354481	SRS2055898	SRP102089	GSM2541409	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614501	sra unknown_contigs	SRX2650702	other	2017-03-17	29	11	SRR5354477	SRS2055899	SRP102089	GSM2541405	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614496	sra unknown_contigs	SRX2650707	other	2017-03-17	38	13	SRR5354482	SRS2055900	SRP102089	GSM2541410	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614495	sra unknown_contigs	SRX2650708	other	2017-03-17	42	16	SRR5354483	SRS2055901	SRP102089	GSM2541411	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614493	sra unknown_contigs	SRX2650710	other	2017-03-17	46	17	SRR5354485	SRS2055902	SRP102089	GSM2541413	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614492	sra unknown_contigs	SRX2650711	other	2017-03-17	45	15	SRR5354486	SRS2055903	SRP102089	GSM2541414	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614491	sra unknown_contigs	SRX2650712	other	2017-03-17	46	17	SRR5354487	SRS2055904	SRP102089	GSM2541415	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614487	sra unknown_contigs	SRX2650716	other	2017-03-17	100	38	SRR5354491	SRS2055905	SRP102089	GSM2541419	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614490	sra unknown_contigs	SRX2650713	other	2017-03-17	41	16	SRR5354488	SRS2055906	SRP102089	GSM2541416	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614489	sra unknown_contigs	SRX2650714	other	2017-03-17	31	11	SRR5354489	SRS2055907	SRP102089	GSM2541417	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614488	sra unknown_contigs	SRX2650715	other	2017-03-17	91	35	SRR5354490	SRS2055908	SRP102089	GSM2541418	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614486	sra unknown_contigs	SRX2650717	other	2017-03-17	48	17	SRR5354492	SRS2055909	SRP102089	GSM2541420	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614484	sra unknown_contigs	SRX2650719	other	2017-03-17	39	14	SRR5354494	SRS2055910	SRP102089	GSM2541422	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614483	sra unknown_contigs	SRX2650720	other	2017-03-17	46	18	SRR5354495	SRS2055911	SRP102089	GSM2541423	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614485	sra	SRX2650718	other	2017-03-17	36	11	SRR5354493	SRS2055912	SRP102089	GSM2541421	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614415	sra unknown_contigs	SRX2650725	other	2017-03-17	43	17	SRR5354500	SRS2055913	SRP102089	GSM2541428	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614417	sra unknown_contigs	SRX2650723	other	2017-03-17	82	31	SRR5354498	SRS2055914	SRP102089	GSM2541426	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614418	sra unknown_contigs	SRX2650722	other	2017-03-17	32	12	SRR5354497	SRS2055915	SRP102089	GSM2541425	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614482	sra unknown_contigs	SRX2650721	other	2017-03-17	86	33	SRR5354496	SRS2055916	SRP102089	GSM2541424	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614412	sra unknown_contigs	SRX2650728	other	2017-03-17	58	22	SRR5354503	SRS2055917	SRP102089	GSM2541431	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614411	sra unknown_contigs	SRX2650729	other	2017-03-17	35	12	SRR5354504	SRS2055918	SRP102089	GSM2541432	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614414	sra unknown_contigs	SRX2650726	other	2017-03-17	94	37	SRR5354501	SRS2055919	SRP102089	GSM2541429	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614416	sra unknown_contigs	SRX2650724	other	2017-03-17	24	7	SRR5354499	SRS2055920	SRP102089	GSM2541427	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614413	sra	SRX2650727	other	2017-03-17	47	16	SRR5354502	SRS2055921	SRP102089	GSM2541430	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614406	sra unknown_contigs	SRX2650734	other	2017-03-17	33	12	SRR5354509	SRS2055922	SRP102089	GSM2541437	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614408	sra unknown_contigs	SRX2650732	other	2017-03-17	63	24	SRR5354507	SRS2055923	SRP102089	GSM2541435	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614410	sra	SRX2650730	other	2017-03-17	34	10	SRR5354505	SRS2055924	SRP102089	GSM2541433	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614409	sra unknown_contigs	SRX2650731	other	2017-03-17	102	39	SRR5354506	SRS2055925	SRP102089	GSM2541434	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614407	sra unknown_contigs	SRX2650733	other	2017-03-17	51	19	SRR5354508	SRS2055926	SRP102089	GSM2541436	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614403	sra unknown_contigs	SRX2650737	other	2017-03-17	43	17	SRR5354512	SRS2055927	SRP102089	GSM2541440	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614404	sra unknown_contigs	SRX2650736	other	2017-03-17	26	8	SRR5354511	SRS2055928	SRP102089	GSM2541439	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614401	sra unknown_contigs	SRX2650739	other	2017-03-17	45	16	SRR5354514	SRS2055929	SRP102089	GSM2541442	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614405	sra unknown_contigs	SRX2650735	other	2017-03-17	45	15	SRR5354510	SRS2055930	SRP102089	GSM2541438	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614402	sra unknown_contigs	SRX2650738	other	2017-03-17	53	21	SRR5354513	SRS2055931	SRP102089	GSM2541441	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614399	sra unknown_contigs	SRX2650741	other	2017-03-17	54	20	SRR5354516	SRS2055932	SRP102089	GSM2541444	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
ATAC-seq	152	PRJNA379613	SAMN06614398	sra unknown_contigs	SRX2650742	other	2017-03-17	50	17	SRR5354517	SRS2055933	SRP102089	GSM2541445	CMP	GEO	public	ncbi	0	NextSeq 500	PAIRED	GENOMIC	Homo sapiens	ILLUMINA	2018-04-29	Bone Marrow CD34+	CD34+ Bone Marrow
